Response ID,Date,study,cond,CHANGE,1N,2N,3N,4N,5N,6N,7N,8N,9N,10N,11N,12N,PRE,1N,2N,3N,4N,5N,6N,7N,8N,9N,10N,11N,12N
R_2cCUJDDX6ArSycq,1,2,2,,5,17,22,-13,-16,74,-84,-84,-89,-54,-6,-9,,95,83,67,88,92,14,93,97,91,58,8,12
R_3s1GoiDZuBA59Qo,1,2,2,,-4,-27,-6,-28,3,-27,37,-17,-26,-35,-52,21,,45,63,73,93,67,89,26,52,68,80,79,14
R_2AMPjX9UlORyFok,1,2,1,,-1,38,0,-20,-14,47,19,0,-19,-50,-23,0,,100,38,52,72,100,52,25,52,100,52,100,1
R_2WwgVkXpC3GTYJn,1,2,2,,26,51,-33,-9,5,37,58,19,-47,-24,-10,56,,41,19,66,84,66,29,12,51,87,27,81,26
R_1N84b3mL3QUBAf2,1,2,1,,42,21,24,-1,39,-3,-48,-3,-86,16,27,-12,,34,79,76,27,61,40,48,69,87,84,73,12
R_1Okpfts7tEJQGsB,1,2,2,,5,22,46,-4,14,6,-35,-36,-41,-63,-18,-13,,65,64,42,87,64,65,55,77,82,86,39,25
R_2wp3UOhbZhscUST,1,2,1,,0,100,49,-68,-1,-48,-71,-7,-99,0,21,-51,,100,0,51,99,100,99,71,47,100,0,0,51
R_2YQSJ4uBI4nYmPH,1,2,1,,31,57,-26,-16,19,16,-9,-11,-71,-41,-28,-56,,55,41,93,80,81,61,40,51,92,56,58,71
R_3HYx7a6sKaTGDyR,1,2,1,,25,8,-12,-8,-7,-14,-10,-46,-56,-29,-10,16,,62,31,93,87,69,86,36,88,94,67,83,0
R_3O1DRJiyqfFMLmF,1,2,2,,-22,41,59,21,5,75,-73,-59,-99,-70,-88,-17,,85,59,41,79,92,25,73,59,100,71,88,17
R_1ouqIXKclvuHRru,1,2,1,,-45,56,-26,56,-22,-40,20,-13,15,51,-19,-9,,71,36,100,44,94,70,68,70,65,0,100,27
R_3KZnL7699Cvw33P,1,2,2,,25,31,42,-4,16,1,-29,4,-62,-25,-55,-31,,62,62,34,80,74,90,36,33,70,35,82,37
R_1n9s1U9ugqehNfV,1,2,2,,-5,18,7,17,17,39,-24,-98,0,-52,-99,-10,,60,82,83,61,83,52,30,98,100,52,99,10
R_Aik05ska0GY6uQh,1,2,1,,100,0,-100,0,0,29,-69,-100,-100,-100,-100,0,,0,100,100,100,100,71,100,100,100,100,100,0
R_1MLmm1sIp0WmLF6,1,2,2,,21,13,78,4,13,72,-54,-64,-77,-72,-86,-31,,55,87,13,76,86,20,57,77,96,72,96,31
R_1Qc2V3jAXKhdPkg,1,2,1,,19,62,12,22,0,3,-58,-33,-98,-53,-84,-63,,81,38,86,78,100,65,60,33,98,53,84,65
R_3FUNPWYNCBxk8uw,1,2,1,,-14,-3,-35,-1,14,9,-43,-66,-31,-46,-41,-17,,73,81,87,88,67,70,57,89,100,52,64,17
R_3lsIMiIeHYtNMpD,1,2,1,,-6,-1,85,5,-11,0,7,-24,-12,-17,4,47,,78,93,15,74,73,4,7,100,80,29,67,34
R_yCngHauB6me812h,1,2,1,,-6,73,45,38,50,43,2,-75,-56,-93,-65,-15,,41,27,7,52,35,52,50,98,99,98,100,16
R_125BiRvkQRMydzk,1,2,1,,-7,-3,-32,-4,8,-15,0,31,-4,-20,-22,-22,,19,83,51,89,75,80,12,20,96,41,95,33
R_1HiScbSJpIYn8JD,1,2,2,,8,12,69,11,13,25,-26,-49,-35,-52,-27,-2,,52,82,18,87,81,71,28,52,100,52,27,7
R_1NxYf8LjCxTaEyl,1,2,2,,18,19,2,2,0,10,15,15,6,11,26,11,,53,67,61,56,52,52,27,52,53,53,36,47
R_1oe7KsQxkPGTfrr,1,2,2,,-7,16,22,-8,-1,-5,9,-73,0,-73,-61,64,,47,72,20,100,100,100,72,100,100,84,94,33
R_2YX6YEGHdXh1nRB,1,2,2,,27,32,9,-16,-20,14,-9,-18,-67,-80,-22,4,,11,68,91,100,83,36,14,52,100,80,22,0
R_xlKP5sdDfP2lhV7,1,2,2,,41,16,-59,-16,-8,38,5,9,0,-3,-19,-4,,42,72,97,86,100,34,42,33,98,19,34,34
R_3oGGIU3yGgNGmlG,1,2,2,,25,-61,24,34,1,41,-22,-14,-45,-42,-22,-5,,55,71,70,61,99,59,22,14,45,42,22,5
R_u7ZRoEKqLTNr59n,1,2,2,,-41,-88,-18,-1,32,81,-1,-29,-12,-55,31,0,,71,93,91,92,61,1,80,80,92,60,40,100
R_xhKaSQZSskMlT33,1,2,2,,1,57,-10,-20,1,42,-8,-38,-51,-47,-37,0,,60,41,62,70,90,40,30,80,80,55,40,10
R_231PUjprwNkB2e5,1,2,2,,51,53,52,11,10,62,-56,-60,-3,-52,-71,-71,,20,39,20,80,82,19,60,90,90,71,82,81
R_26lllxADtNmfmAU,1,2,2,,-52,6,38,5,47,47,-4,-53,0,-53,-52,47,,53,94,62,95,53,53,4,53,100,53,53,53
R_3KwLIefaP6U3tHD,1,2,2,,18,21,43,-26,1,1,31,12,-39,-27,0,19,,66,52,19,78,86,51,27,61,91,89,75,52
R_2OZt0EE8VxZsr9C,1,2,1,,0,5,-15,-30,40,55,-30,-55,-80,-35,-30,-20,,80,85,95,75,40,25,35,95,95,40,40,40
R_qXzGoCdFLIu80p3,1,2,2,,-74,15,-1,13,1,62,0,-65,-82,-17,-14,33,,81,81,92,69,91,31,36,80,90,21,19,60
R_1gtHLTH6h2RImAy,1,2,1,,-21,38,-15,64,54,47,-58,6,-70,-84,-64,-70,,76,59,84,22,26,19,59,15,86,89,86,90
R_24bEVKcOqMUhUuY,1,2,2,,-13,14,81,11,58,82,-15,-72,-1,-95,-10,-32,,15,82,5,87,36,17,15,73,100,100,14,32
R_1ouyl5G4RJjWb7Y,1,2,1,,52,24,69,13,15,-10,-15,-40,-71,-51,-55,-15,,40,60,10,74,80,31,31,63,91,52,77,31
R_2EEQW5yogxTcdGt,1,2,1,,11,3,2,-46,1,26,-5,-16,-71,-74,-30,32,,52,68,91,98,99,22,5,16,100,87,30,16
R_3MDJd2XgxSQOMqE,1,2,1,,21,15,56,48,28,57,-77,-34,-69,-45,1,-37,,24,82,29,28,64,39,81,51,82,51,51,47
R_0c7IHBK0ObpK70l,1,2,1,,-34,18,-19,17,-1,5,-38,2,6,-36,20,-50,,65,67,73,72,70,63,63,72,73,69,64,70
R_10T2swhaEwsJp2s,1,2,1,,75,-62,0,20,0,-50,-31,-51,-100,-52,-26,-9,,25,62,100,80,100,50,31,51,100,52,26,9
R_3OcwzDhhr0k6Vt9,1,2,1,,-11,58,1,0,21,58,5,-26,-52,-44,-25,7,,77,29,80,74,71,17,73,42,89,50,37,24
R_2TzPj5tvC8ZjlQ7,1,2,2,,16,15,0,9,0,23,-40,-21,-8,-20,-23,-8,,66,53,53,67,100,65,74,60,69,53,53,48
R_3GCeMvCsdTg4V1z,1,2,2,,-4,-6,-13,15,15,-9,3,12,65,11,10,10,,64,90,85,60,58,80,60,64,10,61,64,34
R_uyrJk9EAWgeMfCx,1,2,1,,24,6,-35,-33,-15,-40,-32,20,-83,19,-11,-45,,41,57,100,100,73,83,72,56,99,41,31,61
R_21sNGYduSXJJ0pF,1,2,2,,-32,-38,44,-47,10,48,-59,-45,9,-21,-69,63,,85,46,38,79,89,42,66,65,86,39,96,18
R_qWQGLAEazzUVooF,1,2,2,,46,54,21,17,6,7,-46,-8,-70,20,25,-8,,29,35,79,66,94,93,55,51,70,79,37,15
R_1n7lOvvBjtoGDuM,1,2,1,,0,-62,9,18,10,11,-32,0,-100,-67,-23,-30,,100,66,91,82,90,58,32,100,100,67,23,30
R_2b1tOzKNhBGPt7e,1,2,1,,17,60,18,-65,-15,0,-53,40,-88,-40,-10,-45,,40,35,0,75,95,50,70,50,90,50,20,50
R_2VkYngYHeVtkXfW,1,2,2,,64,47,100,0,70,0,-100,-31,0,-100,-100,0,,36,53,0,100,30,100,100,31,100,100,100,0
R_2zw3W6pThnvGhLC,1,2,1,,24,38,85,-38,-20,9,-14,-9,-66,-84,-65,-47,,61,62,15,100,89,8,19,52,74,90,100,78
R_3EXRqqfZLRpFTsa,1,2,2,,-36,35,-65,51,25,37,-35,40,-92,-46,-61,-71,,88,52,66,39,75,55,35,41,100,84,95,71
R_5AW18Uyla2cDTGx,1,2,2,,62,59,20,26,10,30,-35,-61,0,-15,-64,-48,,29,38,9,69,83,19,41,62,100,21,64,51
R_1OxXuprBUg4WZMX,1,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,,100,100,100,100,100,100,100,100,100,100,100,100
R_20UsxFLq6SrIxBs,1,2,2,,7,3,-27,20,15,20,-57,-33,-28,-47,-43,-8,,55,45,55,70,75,68,75,58,90,55,55,18
R_22tppG49p61bvTF,1,2,2,,-33,28,3,4,8,-1,-4,14,14,-23,-36,-2,,59,58,70,65,17,64,64,2,70,89,57,21
R_3lJom8mRweywevl,1,2,2,,0,45,-10,60,0,30,-55,-100,-20,-45,-100,-20,,60,55,20,30,100,70,55,100,100,45,100,20
R_10AwZcPvnQ5Ny42,1,2,2,,25,70,94,19,0,37,16,-81,0,-35,-91,-6,,75,28,6,81,100,62,84,100,100,41,100,13
R_2xLA1S0bw8NJPys,1,2,2,,9,30,-1,-1,9,53,-45,-61,-67,-44,-32,-25,,90,58,100,78,91,37,61,70,86,52,48,29
R_pR7pFhq3zWUjqh3,1,2,1,,0,87,48,-50,35,0,-3,-100,-100,-66,-96,-50,,50,13,50,100,50,50,80,100,100,100,100,50
R_2A1gIUjeMczkwAJ,1,2,2,,55,-2,-54,-14,29,9,-78,-41,5,-39,-92,-32,,30,42,77,83,71,91,90,75,95,39,92,74
R_2wBPwuAJ2MrBhkA,1,2,2,,1,10,-3,4,19,46,-50,-42,-83,-75,-6,-42,,83,85,98,73,57,17,56,89,98,86,9,51
R_3lJqUFAMCq9c2Gb,1,2,2,,44,-7,7,20,26,25,-37,-37,-65,-54,-8,-23,,50,42,72,78,64,60,42,42,100,54,38,23
R_8IF42Di9WZ9Dgel,1,2,2,,41,-19,18,-24,71,7,-29,-62,-24,-79,-65,-79,,59,87,74,92,27,93,60,87,99,79,67,80
R_z7pW2v2CHIlsH8B,1,2,2,,-22,-53,-80,1,48,46,-30,-100,-99,-77,-100,-46,,74,55,80,98,52,52,30,100,99,79,100,46
R_12aLKTk5ffOSkJB,1,2,1,,24,11,82,1,29,-2,-8,-34,-84,-45,-51,5,,65,71,11,70,64,30,24,80,90,50,70,30
R_3nTXyJPxdSb6mvY,1,2,2,,15,70,-37,47,80,-12,-25,-75,-98,-88,-62,-4,,53,25,99,30,20,65,29,99,99,92,90,20
R_3QFzCiDzQeX6q1I,1,2,2,,39,11,0,12,8,15,-5,-23,-59,-9,-36,-30,,31,65,40,20,65,70,18,100,72,94,75,65
R_3CZPffunYCjGFUB,1,2,1,,47,16,-63,-23,30,22,-41,-66,-20,-57,-57,-10,,34,78,89,93,62,78,69,85,100,58,75,35
R_2vhJfrwhUiSkWr3,1,2,1,,9,24,1,5,11,-33,-9,-54,-76,-38,-57,-16,,70,59,59,74,76,59,28,82,85,48,79,38
R_PuoxjcTp9vZY0eZ,1,2,2,,-8,-18,8,42,36,23,-60,-35,0,27,-31,-17,,93,68,76,32,50,28,76,51,100,73,50,36
R_Y6o0rY4qRc6oAuZ,1,2,1,,-21,9,-6,-25,-2,-9,21,-13,8,-27,-11,41,,73,43,83,63,72,81,39,66,92,65,72,33
R_1QmzKIKHfnlPJnD,1,2,2,,-34,32,0,20,0,18,-79,-92,-100,-94,-37,-35,,86,68,100,80,100,82,79,92,100,94,37,36
R_3Epg6qayQUGa9wZ,1,2,1,,20,35,37,57,1,-20,-38,-38,-64,-39,-44,-6,,52,65,52,43,70,33,40,62,81,52,76,23
R_1pZ2EiKfRdXjCGC,1,2,2,,82,37,0,-20,9,39,-18,0,-98,-45,-11,-27,,18,63,100,100,91,61,18,0,100,45,11,27
R_2Yy3sXTOEY2Zbe4,1,2,1,,75,22,11,-28,0,32,-47,-10,0,-51,-9,0,,9,70,60,100,100,30,51,51,100,51,51,0
R_ZCxihOtTXvy3IGJ,1,2,2,,68,54,-3,10,4,51,-18,-56,-28,-26,-55,-41,,15,37,90,80,84,38,30,72,98,38,68,61
R_3O00TdVRD96Qn0o,1,2,2,,-19,8,-25,-3,49,57,-6,58,11,-8,5,-49,,84,60,95,70,23,22,96,11,60,68,67,69
R_3m2bnxAKlpLMYn0,1,2,2,,-7,57,8,11,54,27,1,-29,-68,-70,-70,4,,78,28,15,89,46,50,21,29,79,90,85,23
R_1DonkWRvgQcplzP,1,2,1,,7,57,39,-8,2,5,-4,0,-64,-36,-54,77,,92,24,52,83,68,52,52,52,72,52,83,8
R_ujMzeGm1vZEPSxj,1,2,1,,11,-11,41,-20,0,10,0,-10,-70,0,0,-30,,70,71,21,100,100,90,30,41,100,100,100,61
R_2U32ihw2C9FEXKF,1,2,1,,16,58,48,27,-23,29,-24,-16,-55,-37,13,-6,,44,30,31,60,96,35,34,59,88,44,64,29
R_RxCnbYmx8d8X9nP,1,2,1,,-49,53,84,-73,-3,55,-36,-11,-76,-67,-7,-14,,65,43,9,79,97,35,39,67,85,77,86,32
R_12cnmcbNtVwsYkL,1,2,1,,10,76,98,-39,1,-1,-41,-11,-49,40,19,-1,,80,19,1,90,50,51,51,51,51,30,51,51
R_1FtiF6jYeMypwHm,1,2,2,,-4,7,-34,33,7,65,-2,-74,-4,-33,-31,1,,100,92,100,62,77,7,19,100,100,40,36,7
R_10UgT4QvDux40wZ,1,2,2,,-9,40,74,10,-17,44,3,3,-67,-25,-87,-22,,41,19,20,41,57,52,69,48,100,47,100,41
R_1prpn4CxFF4yXJK,1,2,1,,-10,48,17,30,5,22,-17,-45,-52,-28,-90,-10,,73,42,68,40,72,30,17,84,82,28,91,10
R_1QfsU7K5gx3vnSz,1,2,1,,11,81,39,-8,1,-21,-61,8,-71,-81,-62,31,,81,19,61,100,99,61,71,82,100,81,71,29
R_1QfS8unfAieeI8k,1,2,1,,2,34,22,6,4,6,-5,-3,-3,-1,1,0,,62,33,63,70,70,63,73,67,69,70,75,59
R_qL3PJyGZTZgoS77,1,2,2,,0,6,23,7,12,1,-21,-11,-40,-47,-67,-20,,52,82,66,80,60,63,35,52,100,52,100,33
R_1l9NdJiTqKsiZqM,1,2,1,,-17,-7,-65,-38,4,-9,9,0,-25,-16,-34,-28,,60,32,86,71,74,32,33,30,85,52,60,43
R_1LvAc8CBWkw8SoO,1,2,2,,27,10,14,-12,14,57,-4,-38,12,-54,-18,-19,,29,70,81,74,62,23,35,60,82,74,33,19
R_1o6CeoVcMYFSL4v,1,2,2,,-2,-1,-3,48,0,3,-53,-52,-99,-99,-99,100,,53,53,3,52,100,48,54,52,100,100,100,0
R_2wjon1irL4gEjrv,1,2,2,,-8,33,-8,-37,16,41,-19,-12,-39,-22,-34,-37,,60,51,67,71,83,51,27,50,60,34,51,51
R_2zoUOiKIOsddVzH,1,2,1,,31,51,15,-38,25,45,-30,-45,-62,-84,1,17,,40,20,55,100,62,40,30,81,91,84,40,0
R_37OhDl952w7xYpb,1,2,1,,10,81,11,-28,0,-4,1,-15,-30,-50,-21,-9,,81,0,70,100,91,60,20,60,100,50,29,9
R_3fNwBMb3GmOkt0f,1,2,1,,44,7,9,-8,17,-11,-37,-56,-90,-64,-60,-50,,11,72,9,67,73,72,42,94,91,66,90,52
R_12Ed2hJKRAiGK8b,1,2,1,,9,-11,38,-32,8,4,-38,-15,-14,-10,-32,-10,,63,39,38,68,71,63,74,40,82,39,63,40
R_1pu3lrKVbTv2A3B,1,2,2,,2,0,0,-38,82,-37,-15,-80,-100,-95,-71,20,,52,100,100,70,18,100,30,80,100,95,100,80
R_2Vs5PP19kpllpmN,1,2,1,,19,20,0,-40,49,40,-62,-69,-78,-65,-78,-33,,0,80,100,100,13,51,80,100,100,65,100,56
R_3qHwpG0R1mStB9T,1,2,1,,-29,19,37,3,-4,-3,-17,-28,-48,-61,-30,37,,73,76,39,37,43,61,32,72,70,69,57,26
R_efy1DOiMZ4dVr9f,1,2,1,,71,38,32,-13,-5,-7,-80,20,-78,-41,-15,-29,,1,46,52,100,100,100,92,52,100,68,53,29
R_1FrFLl5NzycwvYs,1,2,2,,-11,39,2,-18,-6,-38,-69,-25,-60,-35,-22,26,,55,45,37,50,79,63,80,55,96,46,51,46
R_2uE8xNRB95y5j9c,1,2,1,,68,62,28,-7,90,58,-22,-16,-79,-3,-12,-20,,14,30,65,78,10,14,32,41,83,3,19,23
R_3eeoVPCS9qO9rLp,1,2,2,,43,71,-3,-45,48,-2,-65,-10,-97,-13,-90,-76,,9,25,100,93,32,7,70,100,99,23,94,85
R_3p8XOb6ymdwTblj,1,2,2,,-20,25,49,6,-11,20,-62,-89,-2,0,-1,60,,72,74,51,83,100,69,77,98,100,100,100,29
R_3qIGMuOypF2dqx5,1,2,1,,40,17,84,0,0,4,-7,-84,-27,-96,-18,-2,,27,28,4,100,100,19,32,100,100,100,100,18
R_3mfdJ7TGekh5bAR,1,2,1,,41,-4,36,-19,0,13,-14,0,8,-63,-73,15,,20,85,35,100,81,56,28,25,92,82,92,0
R_10oewllRgqcwsWG,1,2,1,,18,50,-76,-29,-13,-34,-25,-25,-97,-20,-5,-6,,27,28,83,68,73,51,43,31,100,24,15,27
R_1OBs3REHZXl5tIr,1,2,1,,-57,12,0,-7,70,26,-35,-92,0,-92,-97,-89,,86,88,100,67,30,1,35,100,100,93,97,93
R_Zfy6hzj3H3Gqoi5,1,2,1,,51,0,-18,-62,-19,49,5,-75,-89,-84,-38,63,,0,83,51,100,70,50,31,100,100,100,51,0
R_30jAm9gsSsbtYYJ,1,2,1,,58,-53,-62,-3,23,1,20,-4,-6,-12,2,9,,4,77,96,100,9,41,77,100,70,94,97,2
R_cA4zOJCaiBtz1sd,1,2,2,,30,-34,-35,20,48,36,18,-34,38,-70,-60,-18,,22,68,87,80,52,64,72,35,52,70,60,18
R_1FOJNfIYMXw5ur3,1,2,2,,26,57,-12,4,10,20,-46,-45,19,-48,-25,-10,,34,33,41,66,56,36,58,77,73,57,43,40
R_1mezm5SR2IpKMp7,1,2,1,,22,-27,18,-35,-28,53,-7,-5,-95,-50,-46,12,,38,35,2,100,98,18,26,15,98,58,85,70
R_3JmYJOcUpfs1VQ2,1,2,1,,30,60,50,5,60,60,-49,-82,-50,-61,-75,-30,,70,40,50,70,40,40,55,100,100,61,75,30
R_PNyU68o869JIypb,1,2,2,,-33,13,29,23,19,55,-10,-43,-8,-55,-32,29,,69,69,11,45,72,15,52,75,91,85,66,70
R_A6ESMp90EjQmhgt,1,2,2,,20,58,0,0,25,0,-50,-20,-90,-70,-20,-70,,80,40,100,100,75,30,60,100,100,100,20,70
R_BXoN7YvF8odoR4l,1,2,2,,-17,-45,6,-22,35,-2,-17,-54,-83,-73,-62,-23,,69,52,29,66,65,30,40,90,90,80,83,24
R_2P83MZUFXQMj8Gh,1,2,2,,21,7,-36,1,20,0,-22,1,-75,46,-6,6,,18,80,53,52,75,53,33,52,79,52,89,52
R_2QDHVjemAr9LOUi,1,2,2,,0,7,55,18,3,45,4,-12,-62,-28,-39,2,,51,66,24,69,78,30,20,51,89,51,51,35
R_3flXYSInHGEufJC,1,2,1,,11,10,-21,-1,11,-15,-21,-10,-72,-30,1,-11,,60,81,82,72,19,24,30,29,81,30,19,19
R_3pco6UkQiRAcF68,1,2,2,,15,52,-46,12,29,21,-32,-63,-22,-62,-57,-44,,48,46,65,80,30,50,39,82,35,70,60,44
R_3NEZMfYIb2unzpH,1,2,1,,100,71,79,37,82,19,-31,-93,-92,40,-17,-90,,0,28,0,40,0,51,39,100,100,30,100,100
R_3GvmcHW49GRREO9,1,2,2,,-22,-44,22,-21,4,-12,-85,11,-8,-88,-96,-11,,95,82,76,100,84,87,95,79,100,99,100,87
R_3psrKePzJ2X6I8f,1,2,1,,54,16,-45,-13,-7,-39,43,-32,-93,-76,-68,5,,15,80,64,83,81,75,26,75,100,82,79,18
R_1qVNSjBdPGc8Frh,1,2,2,,83,-3,67,17,-14,85,23,-35,-2,57,-83,24,,6,63,0,77,86,0,43,79,100,0,100,14
R_2WHd6dHsaXmnv4w,1,2,2,,-20,55,8,40,7,-13,-29,2,-56,-49,-36,-53,,78,45,71,60,93,44,45,51,61,51,37,53
R_3Oddtvs8ERxkJrB,1,2,2,,20,90,10,40,40,40,-80,-30,-90,-100,-90,-20,,50,10,70,60,50,50,80,100,100,100,100,20
R_elj6aT4sIcGxULn,1,2,1,,-12,-12,39,-22,26,-12,-2,-68,-13,1,-49,9,,30,42,52,95,60,40,30,80,100,90,92,10
R_2v6sLgc2i7OSvnS,1,2,1,,22,-12,-52,9,5,9,-8,-79,-60,-48,-24,3,,51,42,81,63,62,54,41,100,94,73,62,54
R_3nSDOA6XxdkgNXI,1,2,2,,-2,33,-42,33,31,55,-25,-32,-60,-42,-22,-20,,61,64,92,39,61,30,40,51,70,50,31,29
R_893GcXk1g4X40EN,1,2,1,,48,55,31,0,21,81,-9,-26,-82,-49,-32,-3,,30,30,66,81,75,19,14,69,100,87,61,23
R_8k8ggxYUOqBqVfH,1,2,2,,58,55,97,42,0,66,-9,-97,0,-17,-85,7,,0,45,0,58,100,18,23,100,100,60,85,0
R_3jVb5mu2IUz4YYm,1,2,2,,16,32,18,12,8,20,-43,-45,-30,-53,-31,-14,,44,40,41,74,72,60,45,64,98,71,35,25
R_uypN5xOWjq8tv7H,1,2,2,,-3,71,37,18,0,71,-60,0,-82,-31,-65,-33,,100,29,63,82,100,29,60,0,82,31,65,34
R_szeHJsOABzadywh,1,2,1,,27,22,-40,12,-5,5,-62,-17,-25,13,-25,26,,71,78,80,88,90,69,70,96,100,31,36,10
R_QnRX9c1ZIO7wdiN,1,2,1,,100,50,-50,-49,-2,-17,-9,-20,-96,-50,-29,-11,,0,50,100,100,100,30,30,50,100,50,40,30
R_udYJQbD40HuwOlj,1,2,2,,0,25,95,0,15,40,0,-100,0,-75,-25,30,,0,75,5,100,80,50,0,100,100,100,50,50
R_12G35c88FZwcd8O,1,2,1,,-1,60,-41,6,8,-16,-66,1,-49,-37,-17,-8,,86,36,87,71,91,63,78,38,73,39,22,8
R_wO87MNF4K9V7G0h,1,2,1,,-49,85,51,0,0,51,-48,-30,-99,-47,-51,-51,,51,0,0,100,100,0,51,51,100,51,51,51
R_1jDLi7qk6V1lJYe,1,2,2,,44,50,-39,0,0,20,-40,-20,0,-50,0,0,,25,40,49,100,100,80,80,20,100,50,0,10
R_24vo85rfu09Zhik,1,2,1,,51,14,37,12,13,9,-28,-13,-58,-40,-58,-29,,10,61,23,60,51,51,40,51,98,51,72,51
R_2SCv8WXZUaRCkTw,1,2,1,,-2,28,-44,1,16,-10,-9,-19,-45,-26,-28,30,,66,47,72,51,65,62,52,42,77,67,39,15
R_1FtW5jqwkBSS2o1,1,2,2,,68,32,61,-19,0,-28,-83,-71,0,-91,-1,-40,,1,28,17,100,100,28,92,71,100,91,1,40
R_1hEDl8Qk3JRTDV0,1,2,2,,-11,-2,-17,-23,0,5,5,-36,-32,38,31,5,,69,76,84,88,70,73,64,100,68,33,31,68
R_3EAVSm4j3fQ3ABk,1,2,2,,-20,23,1,-2,18,-20,-5,0,-6,12,-42,0,,71,52,81,72,51,50,65,51,92,39,69,42
R_bBqnlcrTpgoRFhn,1,2,2,,-15,5,-8,1,-7,-41,-29,0,0,-76,-22,-32,,56,93,95,91,99,61,30,81,91,84,31,48
R_Za5CgvTZVMgrMUV,1,2,1,,-6,13,3,-68,5,2,-6,-9,-62,29,12,-19,,90,80,89,99,75,60,30,50,80,51,50,30
R_1Ijd323w4mluSf0,1,2,2,,-1,4,4,-2,6,39,46,9,1,51,0,17,,73,68,72,72,73,36,30,66,69,26,75,69
R_24hOucOcb9ABgp4,1,2,1,,27,58,11,-2,-14,45,-67,6,-66,-86,-37,-50,,63,28,52,72,86,39,67,39,88,90,73,73
R_2Euc6XO6Wdtyaz1,1,2,1,,6,23,20,-7,10,9,4,-13,-14,-20,-18,-7,,40,45,23,56,42,39,32,52,80,47,72,76
R_AA355MC6bVtOpWx,1,2,2,,49,17,25,10,13,20,-21,-12,-45,-43,-28,-23,,11,75,4,72,65,52,35,52,79,52,45,52
R_3QYjMF8KyPcJPin,1,2,2,,3,6,-5,0,-5,-5,-11,1,-15,0,-25,0,,66,72,40,83,70,44,41,42,57,46,69,51
R_w0OFSbf2Iqqpj6p,1,2,2,,10,10,0,0,0,65,-35,-100,-80,-100,-30,-20,,40,90,100,100,100,30,40,100,100,100,30,20
R_3hhA0Fk0ML0TpR4,1,2,1,,18,25,-27,7,0,-30,-41,-83,-92,-77,-87,-34,,80,75,100,58,100,50,42,85,100,81,88,61
R_308pOKE4Bk78jZN,1,2,2,,9,38,25,1,6,6,-55,-62,-82,-72,-70,-22,,82,62,71,85,81,82,69,71,94,80,82,28
R_1C4sjDNHGYRVEan,1,2,2,,25,75,95,0,20,5,0,-20,-25,-35,-15,-10,,40,25,5,75,65,60,70,100,55,40,90,35
R_1JRdxGaaKdWw0Sa,1,2,1,,-13,22,-6,-15,-5,25,-36,-4,-24,-4,-5,57,,69,41,60,73,66,51,63,46,59,47,64,4
R_27qGeRMvLFATQHn,1,2,1,,0,18,-12,-9,0,0,-19,-11,-7,-13,1,0,,51,51,51,62,51,51,51,51,76,51,51,51
R_Y4QV5OdnDwygtWh,1,2,1,,39,65,46,-31,33,70,-73,-39,-91,-66,-40,-47,,51,20,52,82,52,20,92,51,93,78,61,51
R_0iXyqe13mGJa3BL,1,2,1,,63,24,18,-40,4,29,-24,-35,-92,-38,-45,-73,,20,76,77,81,82,52,34,52,98,40,52,81
R_2EgYNkANtdgvBUV,1,2,2,,0,13,-62,0,48,82,-20,-97,-10,-21,-92,-1,,52,19,84,100,52,9,24,100,100,21,100,1
R_RxE8GizGBmr325r,1,2,1,,30,-28,7,-12,15,0,-28,37,-84,-28,-2,-10,,55,35,61,77,74,59,37,25,96,40,33,18
R_1IydTzEXbKwNwoZ,1,2,1,,19,46,13,9,8,19,-67,-35,-93,-79,28,-14,,71,41,85,80,92,76,76,88,100,89,11,31
R_2WwXAe0ywP4aHR0,1,2,2,,-3,30,78,10,-3,40,-30,-40,-80,-31,-27,-18,,68,66,20,81,66,60,34,78,82,36,34,20
R_3fV7Dib9IH5IkzM,1,2,1,,8,-6,40,-1,-1,26,42,6,-31,-13,-26,-31,,68,79,41,80,86,26,35,17,94,32,35,38
R_1g0D30bFCpDPrrO,1,2,2,,-11,-34,53,41,1,-17,-8,-37,-9,41,19,32,,71,40,19,41,71,28,50,51,93,51,62,51
R_2TIdaoKsTPOwet1,1,2,2,,16,71,37,6,0,21,-52,-32,-100,-48,-8,-33,,84,29,63,94,100,79,52,32,100,48,8,33
R_vCch9jNL4KzsaOt,1,2,1,,29,-54,-28,-7,-4,-25,-26,-83,-47,-67,-55,4,,61,60,68,66,59,55,35,100,67,74,65,16
R_2eQJVaYJC6AhZ6K,1,2,2,,-21,4,-2,-30,3,29,-2,-70,-67,-73,-73,-46,,81,91,31,91,91,61,31,100,97,100,93,63
R_3EZsXWQCRJayokt,1,2,2,,10,-5,-10,-39,-20,-3,-18,-19,0,4,7,0,,30,45,40,39,60,50,100,80,100,51,54,40
R_2dMyS5wYnRYZxAV,1,2,2,,7,63,52,-8,-8,35,25,-35,21,-58,0,-51,,74,26,16,82,75,53,17,53,66,65,53,66
R_RXpESxNxmOaidLb,1,2,2,,42,69,-50,-36,12,73,-44,0,-75,-66,-21,-39,,39,26,86,90,88,27,50,40,80,66,21,39
R_3PtYf6vyDay9WLl,1,2,2,,38,67,41,12,66,20,3,-22,-9,-45,7,-41,,40,27,59,77,34,38,54,94,83,51,65,59
