Response ID,Date,study,cond,CHANGE,1N,2N,3N,4N,5N,6N,7N,8N,9N,10N,11N,12N,PRE,1N,2N,3N,4N,5N,6N,7N,8N,9N,10N,11N,12N
R_3EQnrck9vkM1TsF,3,2,1,,50,20,-50,20,0,60,-50,-50,-20,-70,-40,-40,,20,60,80,60,80,20,60,90,100,90,80,60
R_1nNrDT7lI6yhepW,3,2,1,,16,-75,-10,6,38,52,-35,-58,-45,-70,-24,-12,,70,78,85,91,58,9,35,96,90,70,34,40
R_1M5rDThOfOyRsTT,3,2,1,,-60,10,-10,0,50,10,10,-10,-30,-40,-20,-20,,80,60,100,80,30,10,50,50,80,50,100,30
R_2uCLKAxM8v6Ep8i,3,2,1,,-5,-11,58,-18,-9,44,-40,-55,10,0,5,-35,,41,80,0,86,88,28,71,85,90,32,83,60
R_2bJZC7CZTLADaEA,3,2,1,,32,29,38,0,0,-1,-62,-10,-81,-63,-18,-53,,40,63,61,100,100,72,62,39,100,72,19,62
R_3Pq4jdpPeJWOeJ0,3,2,1,,-10,49,13,-21,30,-28,-48,22,-89,-53,-3,14,,68,40,82,91,66,66,58,75,93,55,64,9
R_ClCeeqLfgZ0gUWB,3,2,1,,0,27,23,-19,-4,39,-14,-35,0,-51,-27,1,,100,49,68,100,82,61,35,51,100,51,27,0
R_ZDiIAoQ0vEBwqNr,3,2,1,,30,10,10,1,-20,-19,-1,-40,20,11,9,-14,,30,50,40,39,70,100,91,75,50,50,72,80
R_3lJrhFsOWhT9AwO,3,2,1,,-32,1,52,-11,-14,12,1,-17,-70,-37,-64,-10,,61,80,9,81,81,51,39,73,99,41,82,50
R_1QAzaBFmc6OHZeK,3,2,1,,-32,20,33,-17,16,4,-45,-52,-60,-40,-5,-51,,66,72,29,68,69,75,65,71,70,43,26,62
R_1DIvIP1s7fijvYO,3,2,1,,1,39,-9,-19,92,69,-28,-33,15,-48,15,36,,79,61,9,98,8,31,60,53,85,53,85,64
R_3nemn9YS0qjuDu0,3,2,1,,28,-19,80,78,2,98,2,0,0,-86,0,79,,72,100,0,0,75,0,83,100,100,100,100,0
R_2ToZwxxsZAhXGqC,3,2,1,,28,13,28,0,0,0,-69,0,-100,0,-100,65,,72,87,72,100,100,100,69,100,100,0,100,35
R_Z3r9vBxGNvDkOel,5,2,1,,5,1,-52,28,-26,-2,-14,16,-53,18,-17,7,,52,90,80,52,52,70,45,52,87,50,80,50
R_1DJdHcXO9Hhrwnh,5,2,1,,41,29,35,-11,14,-34,-10,6,-91,36,-47,-7,,52,49,50,74,56,52,15,54,100,52,65,37
R_2zIVS6mFgUU48Mn,5,2,1,,3,-3,-100,-7,-88,-81,-100,-100,-6,-88,16,0,,0,100,100,7,100,82,100,100,100,88,83,100
R_28GHS3vFOORWu1Z,5,2,1,,56,64,-1,-3,63,69,34,1,-64,-51,14,-4,,22,34,84,91,25,28,35,75,83,71,69,35
R_2aIZ43huMTataht,5,2,1,,100,40,91,17,59,92,-75,-100,-100,-92,-61,-86,,0,60,9,83,41,8,75,100,100,92,61,86
R_3KTJ6zMIHCZPD3W,5,2,1,,-35,-9,0,47,83,20,-29,-36,0,27,0,65,,50,50,100,53,17,20,100,100,100,51,100,5
R_AMN4Kz3tbkDh0Z3,5,2,1,,-8,63,-6,-3,16,13,-18,13,-88,-19,-69,-52,,80,25,31,77,76,76,34,20,98,31,86,76
R_3Ge9ThENEeDbY0g,5,2,1,,-8,41,64,-66,-7,-73,42,-9,-26,-11,53,51,,81,40,19,100,86,100,32,43,96,74,34,30
R_2QEDrx5RxxcOGI2,5,2,1,,1,7,1,8,5,6,45,-5,-3,-7,-45,-15,,76,74,71,72,74,66,37,39,86,41,73,41
R_2YtCiixjKAtgKHw,6,2,1,,-31,-23,21,-23,26,13,-31,-3,-94,3,5,-71,,79,31,67,32,41,68,42,64,100,34,30,84
R_rokCRiJEQu69bwJ,6,2,1,,32,30,-55,4,-2,-9,-27,-19,-26,-62,-24,-4,,61,40,98,78,97,94,89,52,98,75,48,61
R_2XckgUipD8XNnWg,6,2,1,,13,-3,13,-13,-3,14,7,-27,-6,-7,-31,-36,,51,80,30,60,50,31,30,71,90,56,72,80
R_3D7Nu4HK1JNt5bg,6,2,1,,52,50,-52,5,-15,23,-61,-70,-90,-52,-51,-10,,20,30,52,55,100,65,70,90,100,52,70,10
R_2cdT14ORsiXrQ1K,6,2,1,,8,42,-2,21,39,33,-27,-18,-52,-41,-51,12,,36,56,90,63,42,48,29,46,59,41,66,24
R_33ChRr78VP1ws2S,6,2,1,,-50,1,53,49,48,8,-42,-50,-44,-2,56,-4,,78,82,28,31,26,73,66,75,73,28,22,82
R_3peTmwkatKT7P49,6,2,1,,8,-16,-20,7,7,-16,-7,4,1,-26,11,-29,,71,93,75,66,68,87,90,70,85,79,60,89
R_3DolpJmrluf7xH0,6,2,1,,3,-21,-5,-11,23,-19,4,-8,-60,-87,-34,-2,,70,61,100,70,60,50,62,50,75,100,70,39
R_1LRMyFUkHwMtTXJ,6,2,1,,3,-51,28,-15,17,20,-28,-24,-81,-10,-9,49,,64,76,14,59,56,22,66,91,87,43,72,20
R_UAe2ZWvj2UMNO0N,6,2,2,,41,14,-15,0,37,37,-3,-88,-79,-100,-97,4,,35,86,27,100,53,30,12,100,100,100,100,86
R_2tfcQyBI9ynUo4i,6,2,2,,0,-70,69,4,56,71,-33,-17,-6,-78,-60,0,,85,82,20,80,28,29,68,30,100,80,79,0
R_UxuhfrFyrmdZcXf,6,2,2,,71,16,26,0,28,49,16,49,0,49,0,14,,29,84,3,100,72,51,84,51,100,51,100,11
R_2Qndv4mKN0FlDZ4,6,2,2,,10,-2,4,-7,-15,3,0,3,12,7,2,20,,34,61,39,70,70,40,53,55,42,37,35,21
R_Y94RqJihCEKtysF,6,2,2,,45,79,12,17,0,68,-86,-60,-78,-52,-26,-12,,44,13,88,83,100,20,89,69,94,52,31,12
R_2YPmAUYGsX8YmfG,7,2,1,,7,20,49,15,46,76,-39,-31,-58,-37,-9,-31,,20,75,34,82,52,23,44,49,91,53,83,51
R_2dzpzU6eDO1VQyt,8,2,1,,-4,12,26,-2,-11,30,1,-12,-5,-23,3,-1,,75,67,37,73,77,41,63,61,100,52,71,68
R_23ajhO1xga19CWj,1,2,2,,27,30,-6,0,4,0,-1,-7,-11,-6,-44,12,,25,26,65,52,64,60,52,87,92,83,71,16
R_3PXIaBrYqIzUve4,1,2,2,,-24,21,49,7,29,-18,-60,-63,14,-62,-61,-31,,88,65,45,90,66,43,65,63,86,65,68,37
R_3kzgp8BIwKWRUE8,1,2,2,,0,20,-1,-35,-22,0,2,0,-2,0,-7,45,,52,29,52,87,74,52,55,54,54,54,63,7
R_31GDHjCfGcPLltJ,1,2,1,,53,-26,51,30,-54,6,-4,-39,-32,-59,-7,-1,,9,86,5,43,75,64,46,100,72,100,69,45
R_3CKid99RSWdIhsg,1,2,2,,0,16,78,2,15,56,-41,-42,-14,-22,-3,-18,,82,66,8,77,68,24,60,75,97,41,17,36
R_Ofht9gYyzp3z6vv,1,2,2,,34,-21,51,8,46,15,-12,-41,-72,-51,-51,-20,,0,39,49,92,31,32,51,41,91,51,51,20
R_yD50voLhm07qLcJ,1,2,1,,37,21,38,-5,26,9,-20,-6,-69,-56,-44,4,,63,63,52,70,50,64,27,49,86,56,72,52
R_3KPJzFOE0aDyJUx,1,2,2,,20,40,-100,10,10,90,-10,-30,-100,-70,-30,-70,,80,60,100,90,90,10,10,30,100,70,30,70
R_ulejLb5Gz8ZbcNH,1,2,2,,16,-66,94,29,5,82,-73,2,-63,-65,24,0,,73,73,6,71,67,13,75,73,73,65,66,4
R_yjUnQWOQSyRqcz7,1,2,2,,-47,-97,1,0,0,100,-50,-100,0,0,-40,-100,,98,100,0,100,100,0,50,100,100,100,100,100
R_1mqnH3xIxEeGbYP,1,2,1,,0,0,1,-7,2,0,28,0,25,0,0,-3,,51,51,60,59,50,51,41,51,75,51,52,39
R_25Wqpkb6nyne07G,1,2,1,,3,70,27,-3,3,8,1,-3,2,42,-15,-24,,40,13,61,71,63,62,40,100,86,52,100,39
R_RE6snqwCjC3ojzX,1,2,2,,33,-31,-1,3,3,15,3,1,-27,-20,-38,-23,,27,41,63,43,72,68,60,40,90,47,63,41
R_1pMuNCUYuf3qHd6,1,2,1,,-21,-23,-18,-11,3,-12,-22,-22,-61,-48,-59,-26,,48,32,26,58,51,53,53,51,69,54,71,51
R_1rla08nkIMe9k0O,1,2,1,,49,-41,-22,29,-26,4,5,19,-99,25,-39,-42,,23,61,85,51,88,64,64,51,100,56,76,71
R_29srMDLwjWCpFyG,1,2,1,,0,-2,-5,10,2,1,15,-34,-30,-35,-6,3,,58,93,82,80,95,81,59,78,89,93,79,33
R_33j7sB6xnUswruo,1,2,2,,22,29,81,-31,0,63,-52,-72,-96,-87,-29,-61,,70,71,19,91,100,29,60,81,100,87,29,61
R_2DTQCs7aX9BwHg1,1,2,1,,20,59,12,-12,-13,16,-5,-26,-54,-53,2,-2,,54,10,71,91,91,27,78,54,84,70,24,19
R_2UarA9thkYfGg3B,1,2,2,,5,-41,-77,-14,-10,-14,3,-36,0,2,26,-36,,75,61,100,93,93,49,82,98,99,49,51,73
R_xf0mI7FBOrcrEKB,1,2,1,,39,-15,-20,-40,-2,34,-19,-51,-72,-12,-5,39,,39,26,94,80,94,44,51,91,80,51,70,40
R_yykK3SEI8dB0Och,1,2,1,,70,68,79,-33,0,-48,-62,16,-86,-71,6,0,,0,30,21,100,100,82,100,1,100,71,21,0
R_265RSacFmcLfNVB,1,2,2,,12,-3,0,35,0,86,-6,-51,0,0,0,-99,,14,29,0,40,100,14,77,51,100,100,100,100
R_1HiNMVHglhBCzoz,1,2,1,,-16,0,32,-3,-7,7,-21,-72,-84,-66,-60,-11,,96,85,42,83,84,77,37,96,98,90,93,28
R_1lhEnamBs7joqR6,1,2,2,,-22,0,-24,19,12,84,53,-23,-24,-90,-10,50,,60,95,99,81,71,9,25,99,100,99,10,50
R_2YM59iSNttnA60u,1,2,2,,-17,-8,10,-38,-14,-64,-13,-50,-66,-15,-47,36,,81,38,10,78,76,84,44,60,100,57,87,34
R_3MmMGCLp5mXEEfT,1,2,2,,20,30,-30,60,30,30,50,-50,-100,-70,-70,-70,,60,70,30,40,70,70,50,50,100,70,70,70
R_sjsgUMWZLdISfiF,1,2,2,,-16,32,45,-10,33,41,-3,-23,12,-52,-40,-24,,69,44,28,95,60,40,62,49,88,81,73,49
R_30jeusddkyj8asj,1,2,2,,-48,48,14,18,0,-29,-49,0,0,-91,24,1,,100,52,18,82,52,52,54,100,100,100,76,9
R_1eOHK5F6toqDOh0,1,2,2,,7,-3,0,-2,0,0,7,-27,4,-36,-38,0,,74,82,53,80,53,53,75,99,84,89,91,53
R_294DPrvRxEpU0Gc,1,2,1,,15,42,57,-18,11,13,2,-6,-5,4,0,-8,,53,33,26,82,68,72,63,31,93,78,64,41
R_1lbdRyFNCPotOuN,1,2,2,,-3,28,-12,68,-15,-75,-7,-9,-5,-14,-12,-5,,75,67,78,16,95,98,34,24,100,23,88,31
R_RajAZ93bV2WkMSt,1,2,1,,40,-51,62,-12,11,-31,10,-30,-90,-63,-1,-31,,20,70,8,71,60,51,61,70,100,72,21,51
R_2tD58KYg8zqsE01,1,2,2,,50,0,0,0,0,97,-50,-100,0,-100,-100,-99,,50,100,100,100,100,0,51,100,100,100,100,100
R_1Qi40YtVQv0CqVW,1,2,2,,0,0,-100,-100,0,60,0,-100,-100,0,0,0,,100,100,100,100,100,40,100,100,100,0,100,0
R_2VxowraGCqIpucM,1,2,1,,60,0,-51,-5,0,10,-9,50,-80,-65,-15,-31,,30,90,90,85,90,10,24,25,80,65,35,40
R_2wtT5rTXNCFewDx,1,2,1,,-10,68,-47,3,8,-17,-25,-44,-34,-32,-46,-12,,24,32,47,81,66,79,42,100,79,39,66,23
R_1mmilJ0GwFqsF3k,1,2,1,,69,-71,-20,-72,-99,-19,-23,-100,-81,-30,-20,-19,,31,71,20,72,100,31,40,100,100,30,20,20
R_Zxync1Ac9VLvXa1,1,2,2,,-32,36,-23,30,13,14,-1,-56,-37,-55,-50,-20,,72,36,89,35,65,61,39,79,77,74,69,30
R_2aKQEXxZ5EDqjEF,1,2,1,,6,-50,-29,19,-41,7,-2,-9,-18,-35,-48,13,,33,50,100,81,80,62,32,50,100,49,85,0
R_24NKIwvNXSDPNxO,1,2,1,,93,25,-82,4,-2,-12,-70,36,-100,12,-88,-83,,0,74,84,96,100,19,70,63,100,87,100,84
R_3NEQZI2mawPqApN,1,2,2,,10,25,-50,-10,25,20,-40,-10,-20,-90,-10,-25,,50,70,90,70,70,40,50,100,100,100,40,50
R_3oRsqrASvIo7jrD,1,2,1,,49,-1,-5,0,0,-19,-3,-60,-81,-55,-67,-1,,0,52,52,52,52,65,48,100,100,100,100,36
R_7WzmmYOT48lBPsR,1,2,1,,22,33,6,36,18,0,-22,-31,-10,-79,0,-25,,60,52,70,40,58,67,40,50,90,100,80,51
R_AdplyAV7ZvZvRER,1,2,1,,29,-9,-25,39,15,27,-62,-50,-16,-25,-8,-25,,67,59,63,37,44,53,89,82,64,32,35,28
R_2A08nrBPspMF8nv,1,2,1,,-2,-5,-47,-40,-42,-63,-56,-65,-86,-18,-47,-23,,85,89,86,92,63,74,62,95,86,44,79,35
R_1qV3pE9dHprKdk1,1,2,2,,21,15,3,11,20,5,-36,-24,-79,-33,-42,8,,41,54,67,60,50,51,51,50,91,51,61,54
R_1MJyYYDvsvljQlP,1,2,1,,-18,19,12,2,-12,-5,4,-31,-20,-75,-66,-16,,83,57,55,75,97,77,26,70,91,92,92,73
R_1hM9lCfpkaUQubi,1,2,2,,76,16,-25,28,20,26,-35,-97,0,-100,-28,-7,,24,84,100,72,74,74,35,100,100,100,28,7
R_29j4d6jgehr17fi,1,2,1,,10,-1,-11,-31,-9,-2,-12,-20,-2,-29,-20,-21,,41,72,40,71,70,31,31,100,72,80,91,40
R_2rTqaZEbC9T7rMn,1,2,1,,52,31,1,4,34,1,-59,-83,-36,-72,-59,-40,,40,60,92,40,60,60,61,92,97,72,60,44
R_2OVo26kDP9MTKzt,1,2,1,,21,51,56,-36,28,14,-62,-44,-64,-27,-24,-15,,11,36,30,88,70,65,72,85,80,46,40,15
R_bf8YtYofcUpN37H,1,2,1,,-2,54,-47,-53,12,28,6,-63,-25,-33,9,12,,23,39,60,71,67,61,31,100,95,55,64,14
R_3EA0JcuHggx6KX2,1,2,2,,0,50,20,5,10,40,-35,-10,-45,-40,-25,-15,,50,50,80,90,90,40,50,50,70,50,25,20
R_daRCfTgPRev7jXz,1,2,1,,-14,68,-4,-12,-3,-24,-58,-40,-15,0,4,-7,,67,19,62,55,73,58,81,88,55,55,57,64
R_1q4GRr69dxim9P0,1,2,2,,-46,1,53,3,3,-48,-48,0,1,-48,4,52,,100,51,0,52,52,100,100,52,52,100,51,0
R_3Oihpo8zARqCuzX,1,2,1,,0,42,-43,-35,19,-31,-40,-20,-86,-87,-18,-7,,82,39,62,96,81,61,60,39,95,92,29,21
R_DPpf8y81HOR3VXb,1,2,2,,10,-24,50,42,15,53,-81,-98,18,-11,-72,-47,,50,48,50,58,85,47,84,98,82,31,80,87
R_305M4m1cVpSvwbu,1,2,2,,24,-45,23,-27,75,-51,-10,-63,28,-70,0,-44,,76,74,77,100,25,65,78,83,72,92,100,77
R_2eUWG41y2iyeSxH,1,2,2,,-31,-11,12,-8,24,-9,-78,-58,-85,-55,-59,28,,81,37,16,37,71,27,84,73,91,70,78,38
R_1PSt1T8Wzv09hXS,1,2,1,,10,15,-12,-41,10,6,10,-1,-76,-45,-59,13,,67,73,98,74,77,63,13,17,89,53,84,20
R_2Y4CppWJ06c2o9Z,1,2,1,,0,28,18,12,-6,-38,9,17,-53,-30,-56,31,,62,61,82,71,87,69,31,45,89,45,81,39
R_3CIAFIODlefLcpX,1,2,1,,0,-28,12,2,-22,15,2,-69,-89,-100,-3,39,,72,90,8,83,93,65,19,100,89,100,13,31
R_1Ka0GpnNCjHRwAO,1,2,1,,71,-8,61,-22,-10,10,10,-35,-65,-54,-48,-8,,9,69,39,93,93,30,61,76,93,74,78,38
R_3fxG8UKQ6pTVyh9,1,2,1,,-3,-42,15,-24,-20,12,-28,-11,-78,-49,-42,-52,,32,73,58,92,89,83,38,76,96,60,97,73
R_2vcfgrcmWKRfjD6,1,2,2,,80,63,8,12,4,11,0,-75,-78,-84,-74,-74,,3,30,3,82,91,84,42,94,97,93,85,83
R_3fpfQFAiI5YO8bn,1,2,2,,49,10,39,-1,3,1,26,-44,-41,-18,-62,24,,17,77,51,80,86,82,40,85,74,34,78,13
R_2CDIIFw2wbSfwWD,1,2,2,,5,45,28,14,5,-2,-49,-60,-8,-50,-4,-5,,63,43,31,78,91,84,67,76,95,68,96,30
R_blnff4fmnhQnUGZ,1,2,1,,69,27,-20,19,-6,57,16,-31,-91,-36,6,-20,,4,67,51,75,90,29,19,60,100,56,10,20
R_1LoJA80OmeueDVt,1,2,1,,-34,-12,41,27,37,34,-37,18,-12,-14,36,6,,75,55,18,59,25,25,86,35,68,79,32,54
R_1QlloljWjwFTzAS,1,2,1,,5,31,-8,-26,-10,28,-25,2,-88,46,-1,0,,69,49,95,100,81,45,60,51,100,31,5,0
R_2YsjSl4zWOULJNH,1,2,2,,-10,-51,-72,-1,0,2,-21,-72,-42,-30,-21,57,,71,81,81,61,81,59,50,91,93,70,51,29
R_3pHld5u50oHGBkB,1,2,1,,-11,20,-14,-39,-23,6,5,-49,-98,-100,-60,30,,30,80,15,100,83,24,0,93,100,100,100,30
R_1qWD7MwBNGmW4cH,1,2,1,,0,-83,20,-8,-9,-22,-41,-9,-25,-54,-35,-17,,58,85,40,71,71,59,63,60,96,61,63,31
R_2dhTGjo2K5QMOXd,1,2,1,,-10,-45,-10,-4,5,40,-40,-62,-89,-54,-68,-17,,17,49,31,92,95,60,42,62,93,81,92,17
R_3MF1ra090RBQUpN,1,2,2,,14,54,21,-8,-13,16,-10,-26,-70,-29,-44,1,,52,40,61,64,95,57,16,45,81,47,62,20
R_3pmPbB4aNmvYLSl,1,2,2,,41,-4,-5,-5,-4,10,10,-44,-1,-21,-53,5,,26,36,74,76,73,67,66,77,96,91,91,28
R_22xGnqgWSqqDFoM,1,2,1,,11,35,40,22,30,30,-40,-30,-92,-92,-82,-41,,70,60,60,60,70,50,50,70,92,92,90,50
R_2Uc1oUEQ1DtBoK2,1,2,2,,38,-20,-1,11,14,79,-19,-73,-78,-73,-56,3,,16,45,92,76,76,9,34,100,98,83,66,60
R_1Hq55TDk1CgH79I,1,2,2,,3,15,-9,26,15,31,-28,-2,-54,-17,-58,3,,61,73,95,64,85,31,38,29,79,43,85,31
R_1JPaofuGedbEQ0j,1,2,1,,-5,7,-42,3,0,0,-13,26,-96,-12,-54,0,,76,81,93,72,51,51,36,25,100,51,94,51
R_pykeG9j6CltE6sx,1,2,2,,-17,33,18,-22,3,17,-36,-68,-8,-79,-71,0,,37,37,62,86,66,53,60,100,100,94,89,18
R_T6prwrWHmHftN4d,1,2,2,,30,-58,-68,-11,-15,43,0,11,-85,-47,-24,-33,,53,75,96,88,95,57,5,77,95,54,32,61
R_2TRJkv0bNqORJaj,1,2,2,,2,18,0,20,8,47,0,36,-18,-33,-38,-63,,98,82,100,80,81,53,53,53,100,37,43,63
R_1Ebb9TVvJh9CCvO,1,2,1,,-20,7,-41,18,-9,-17,-32,-6,-8,-61,-48,10,,56,45,76,65,50,52,52,50,100,100,100,52
R_1lgUMJIpqdZEDfd,1,2,2,,40,48,48,-38,8,-35,-51,-50,-69,-52,-89,-33,,60,52,52,90,92,52,51,50,71,52,89,33
R_01kEGd8c7dcUnVD,1,2,1,,18,-26,12,-10,11,3,30,-17,-61,-45,-59,-14,,71,70,30,90,61,28,40,92,91,90,91,19
R_2Bu4dAktrgwP0TV,1,2,2,,-19,-60,-42,0,-30,34,-30,-60,-21,-42,-31,43,,82,81,51,81,80,29,51,100,80,51,51,29
R_1NkVHlVtKQdUMoz,1,2,2,,12,73,-17,-4,45,56,-78,-83,-96,-97,-67,-19,,73,12,98,45,33,22,80,100,100,98,94,23
R_NW3QfkciEQKAKuR,1,2,1,,20,30,75,15,19,-3,-25,-4,-100,-50,-50,-66,,80,70,25,85,81,3,25,32,100,50,50,66
R_1obTHePq6YvdEyO,1,2,1,,99,12,-75,-8,62,33,-8,-99,-94,-100,60,40,,0,87,100,100,22,51,45,100,100,100,1,22
R_2YunFWgvMcAuZJ9,1,2,2,,6,7,13,31,49,30,-61,-59,-52,-58,-11,-44,,72,82,65,42,43,39,80,89,71,82,38,66
R_3oC9FasAM83Yrl6,1,2,2,,0,-1,-5,0,5,0,0,0,0,10,-2,6,,53,53,57,53,48,52,53,52,52,54,53,47
R_2dKHiiAZ0BMsEyK,1,2,2,,0,-95,5,4,2,0,-2,-53,-3,-32,-79,50,,100,100,82,96,80,18,30,100,100,51,100,0
R_3rTXKqI3fZAQriH,1,2,1,,49,-3,0,-9,-35,-32,10,34,-68,0,-36,20,,27,82,27,88,67,84,18,21,91,52,88,11
R_2e2nmvumnbTpLZs,1,2,1,,27,56,18,-14,-11,-31,-3,-6,-71,-42,-51,-16,,52,38,6,85,77,62,39,55,76,55,70,52
R_3nlmQVnuXzFlVw5,1,2,2,,-9,67,62,18,1,5,-6,-71,-5,-64,-5,3,,80,31,20,74,72,62,28,71,100,73,22,5
R_1nUhM66eXspoG8w,1,2,2,,-10,40,30,20,50,40,20,-40,0,-50,-40,-10,,60,50,50,50,50,60,50,50,100,50,40,10
R_2fDlXhiWbYCSTTd,1,2,1,,35,40,-74,-43,-8,32,-56,-17,-74,-64,-33,-42,,16,41,93,81,81,40,75,89,91,73,72,51
R_3NRuzPTiyW5VUp1,1,2,2,,69,1,22,-30,11,19,-10,-60,-40,-73,-40,-53,,31,80,70,80,80,40,40,90,80,81,60,71
R_3QRFeLNQFmQtcGo,1,2,2,,-7,-43,-28,0,-9,8,-8,24,-14,-72,-65,66,,32,71,35,89,87,28,28,14,99,100,90,24
R_1IWbEJEm2L2TfHy,1,2,1,,-14,59,-4,-21,27,8,-46,-7,-100,-22,-86,-22,,41,32,91,92,65,80,67,92,100,36,100,41
R_3G0YkoxHObka0JV,1,2,1,,2,-41,1,-3,-12,-9,26,-4,3,-14,2,-3,,31,75,33,69,85,51,37,73,72,77,72,69
R_1Gg0bsIbLDp8DFT,1,2,1,,22,-27,-74,-13,13,37,-6,-35,-87,-68,5,-51,,57,56,77,83,73,61,25,71,91,70,77,51
R_1HqJGCW7IrYids8,1,2,1,,10,-55,-56,-24,25,71,-23,-40,-58,-90,-89,-30,,90,60,70,65,72,29,31,100,60,90,89,30
R_1PRieqrBUl8VgNy,1,2,2,,0,2,-17,1,6,39,-17,-43,-37,-26,-20,-12,,61,72,89,79,71,35,38,82,74,41,41,45
R_6yAzs3z1OpQjzup,1,2,1,,34,36,5,14,24,6,-3,-58,-42,22,-27,52,,60,56,35,20,65,26,15,92,93,51,90,29
R_1hRTLZMVUN6R0vB,1,2,2,,-9,-16,10,-39,-9,11,9,-28,5,-51,-34,-5,,51,72,51,100,100,51,42,51,81,51,42,26
R_2VsaCvPNgFahiqT,1,2,2,,-35,1,78,-1,13,65,-38,-92,-40,-30,-72,-23,,62,88,10,100,77,35,38,92,60,30,73,23
R_1hxUDJ3G24IzIeA,1,2,2,,0,0,10,0,0,0,37,-100,0,-100,-100,8,,100,100,90,100,100,100,63,100,100,100,100,92
R_2THwsM9Jd11WZAi,1,2,2,,-3,1,-1,0,-4,-1,38,0,-6,0,0,-44,,38,37,37,53,87,53,40,53,88,53,52,52
R_2YVTQfl2PtnAaG4,1,2,1,,10,25,0,-25,14,25,-15,-41,-75,-20,0,-20,,50,70,100,70,75,60,20,85,100,30,20,50
R_1mRi35nHNxxRV3y,1,2,1,,29,8,-81,12,21,71,-21,-12,-59,-21,-31,-2,,71,92,100,70,60,10,30,51,67,30,71,10
R_2Qm3FNMsKWkIbTx,1,2,1,,10,12,42,-3,8,11,-1,-35,-10,36,2,55,,75,77,54,93,91,72,11,36,88,52,84,15
R_3IQXZ5o2AC0mqSe,1,2,1,,10,-12,46,-44,-18,-18,-42,-45,-63,-29,-41,-3,,61,82,29,84,78,60,68,73,94,64,84,43
R_OJdyeYCLDE9aNBT,1,2,2,,6,48,5,-23,37,41,-2,-74,-25,-46,-48,39,,66,52,33,54,63,36,80,100,100,64,75,40
R_1IphpLN4eWIePDz,1,2,1,,18,46,21,16,9,45,-27,-55,-66,-54,-44,-41,,64,46,62,78,63,26,38,95,77,64,64,62
R_2uHSKpxpb47fqrl,1,2,2,,0,24,4,9,60,14,-34,-57,-3,-14,-25,-54,,80,60,88,72,29,50,66,77,49,50,55,72
R_3ReiGaHf7xGo2Bs,1,2,2,,29,-28,75,12,-31,-42,-13,-8,-7,-87,12,-23,,30,40,9,71,92,71,72,20,100,92,61,36
R_3rZFXqpnvbjh7ii,1,2,1,,47,33,-6,34,21,-7,-9,-46,-12,-43,-4,9,,41,66,14,64,75,25,23,99,87,53,26,25
R_1JEM6oINoodXbw0,1,2,2,,53,24,25,36,-6,30,-37,11,-20,-90,-80,-33,,31,71,75,64,100,70,42,28,100,99,80,33
R_2cpaLr3nGmOxEPP,1,2,1,,27,56,75,42,11,11,6,-28,-52,-36,-19,-9,,32,44,25,24,65,50,49,90,86,60,85,51
R_RE1X3gvp9ycwgox,1,2,2,,-66,100,-100,0,0,60,-40,0,38,60,0,-15,,66,0,100,100,100,40,40,100,62,40,100,15
R_SU9qyRbEEDpQepr,1,2,2,,6,-2,-29,33,32,35,-44,-79,29,-100,-70,-70,,79,95,47,61,68,65,45,100,65,100,70,70
R_24ejMyW3xdhXwXp,1,2,1,,-26,-28,-19,-30,-19,-30,-17,-21,-21,-56,-19,-21,,26,28,19,31,19,30,17,21,21,56,19,21
R_273FvJmki2snE60,1,2,1,,31,33,-29,38,13,28,-27,-11,-72,-13,-2,0,,34,41,63,44,81,41,41,47,91,40,26,18
R_2mDGnKtWVrBU1Nv,1,2,2,,14,3,24,32,0,0,9,8,4,-30,-66,18,,16,67,64,65,88,45,25,63,71,36,81,44
R_1NrF4sasjFXggaX,1,2,2,,-20,30,100,-19,39,50,10,-100,-80,0,-10,50,,80,70,0,100,50,50,50,100,100,0,100,50
R_1pokX1ky2vlXoXL,1,2,2,,40,6,34,19,11,29,52,-18,-54,-34,-67,-16,,30,76,64,70,65,64,24,47,76,34,67,37
R_3NzajUvvS5rj135,1,2,2,,0,0,74,0,25,0,0,99,0,-100,-100,0,,100,100,25,100,75,100,0,1,100,100,100,0
R_2DUk5EHiT5e3Ohr,1,2,1,,7,-23,16,-30,-24,21,14,0,-17,-6,-25,42,,51,74,27,83,81,35,37,51,100,57,79,35
R_2fkfpEJKhEy43eo,1,2,2,,-71,17,-74,-41,17,80,-10,-83,-76,-87,-1,26,,71,83,82,91,82,19,15,86,83,89,4,72
R_zYBWFXoZD2lCz7j,1,2,1,,-4,-35,2,8,-31,-18,5,-44,-39,57,-36,24,,63,60,73,72,69,60,41,75,76,33,60,42
R_2ea1ZhlrPdm3es1,1,2,1,,5,5,-26,1,-24,-1,-10,-38,6,-12,-3,-6,,70,70,69,74,69,64,75,76,71,45,79,69
R_2wHPBHQHHKPXBfk,1,2,2,,10,33,25,20,8,-1,-30,-100,0,-53,-91,-52,,90,67,75,51,92,53,30,100,100,53,91,53
R_1K1hciem6kFr7uY,1,2,1,,-1,41,22,29,67,23,-57,-86,-85,-78,-86,-9,,80,54,78,6,32,72,91,99,94,91,96,35
R_1pPXAfbp9mApsT1,1,2,2,,27,-45,-4,-2,52,36,-48,-57,-35,-11,-47,22,,21,50,35,84,28,22,53,100,100,50,87,49
